title,body,url,side_score,failure_score,noise_score,final_score,reason
,"(알수없음)
18/09/21 18:17
1생, 2생, 햇들마루 모두 외부업체에서 운영하는 걸로 아는데, 최저임금인상 여파 때문인지 학식이 너무 부실해진 거 같아.
예전에 친구가 전북대 다녀서 놀려간 적이 있는데 거긴 식당을 생협(생활협동조합) 에서 운영하더라고. 가격도 저렴하고 질도 나쁘지 않았어.
외부업체의 운영계약이 몇 년 남았는지 모르겠지만, 3군데 중 단 한 곳이라도 생협에서 운영하는 식당이 생기면 좋겠어.",https://everytime.kr/375181/v/53268938,3,0,0,3,부업 관련이나 실패 여부 애매
논문 잘 읽고 발표 잘 하는 법? 🌻농화학연습🌻 수업에서 길러보셔요~!,"(알수없음)
22/08/23 11:12
*농생명화학과 김진철교수님의 동의 하에 올리는 게시글입니다.
안녕하세요. 농생명화학과 18학번 학생입니다. 혹시 농생명화학에 관심있는 분이 계실까하여 에브리타임에도 글을 적어봅니다.
이번 수강신청 하실 때 '농화학연습'이라는 과목을 보셨을까요? 논문을 깊이 읽고 발표하는 과목이어서 시험 부담은 적으리라 생각해요. 저는 사실 2학년 때 이미 수강한 과목이라... 내가 청강하고 싶어서 홍보 해요...
1. '농화학연습'은 논문 문해력을 키우는 과목
논문을 읽어보신 적 있나요?
우리가 논문을 읽는 이유와 논문을 통해 얻을 수 있는 건 무엇일까요?
'농화학연습'을 들으며 선배 연구자들이 연구 질문과 목적에 따라 실험을 어떻게 설계하고 수행했는지, 얻어진 데이터를 어떤 방향으로 해석해 적용했는지를 살펴보신다면 앞으로 대학원에 진학해 수학하실 때 도움이 되는 굳건한 뼈대를 얻을 수 있습니다.
새 연구주제는 기존보다 더 나은 것이어야 하니 선행연구를 살피는 것은 필수입니다. '농화학연습'을 통해 빠르게 논문의 골조를 이해하는 힘을 기를 수 있습니다.
논문은 농생명화학분야 전체를 범위로 각 학생마다 교수님과 상의해 각자가 원하는 주제의 것으로 고를 수 있도록 도와줄 예정이시라 합니다. 특히 김진철 교수님 연구실에 관심 있는 학생이라면 교수님께서 현재 집중하고 계신 분야의 논문을 골라 독해, 발표하며 추후 상급학위로 진학하는 데 이정표를 얻는 귀중한 시간이 되겠지요.
2. '농화학연습'은 청중에게 새로운 지식을 전달할 때 효과적인 말하기를 연습할 수 있는 가장 좋은 방법
발표, 좋아하시나요?
저는 좋아합니다. 제 생각을 이야기하고 나누는 것을 워낙 좋아하고 부끄러움을 잘 타지 않는 천성 덕을 많이 본 것이겠지요.
많은 동료 학생분들이 발표를 꺼리시는 줄로 압니다. 눈 40여 개가 나만 바라보는 것도 부담스럽고 내 생각을 말하는 건 더더욱 사삭스럽다고 생각하실 수 있지요.
하지만 연구자로서 발표는 업입니다. 글쓰기만큼 중요할 것입니다. 나의 자식이나 다름없는 연구를 내가 신나서 조잘조잘 말하지 못한다면 어느 누가 나의 연구를 애정 어린 시선으로 볼 수 있을까요?
발표력은 분명 좋은 연구를 더 많은 사람에게 알리는 도구가 될 것입니다. '농화학연습'에서 서로 격려하며 연습해 보아요. 첫 술에 배부를 순 없지만 맛있을 순 있잖아요. 학술 생활의 시작을 즐겁게 열어봅시다.
3. '농화학연습'은 학과 교수님들께서 년마다 돌아가며 맡으시는 과목
다른 전공과 다른 '농화학연습'의 특징입니다. 이는 무엇을 의미할까요? 교수님 성향을 많이 탄타는 뜻일 수 있겠습니다.
올해엔 김진철 교수님께서 수업을 맡으십니다. 저는 개인적으로 김진철 교수님의 실험 수업을 좋아합니다. 교수님 연구실에서 발표한 '대계근' 논문을 바탕으로 수업을 진행해 주시는 덕에 그 어떤 과목보다 사실적으로 연구생활을 체험해 볼 수 있었기 때문입니다. 교수님께는 조금 부담일 수 있으나... 여하튼 우리 학생들은 여기서 '농화학연습'에 또 한 번 큰 기대를 해볼 수 있겠지요.
덧붙여, 사진처럼 학생인 저에게 먼저 연락 주실 정도로 이 과목에 큰 열정을 가지고 계십니다. 사실 교수라는 직업은 교육자이자 연구자입니다. 1인분같은 2인분도 아니고 한 직업같은 투잡입니다. 자세한 사정은 사실 모르지만 수업 하나 폐강되면 교수님들 몸은 훨씬 편하지 않을까요...? 저는 그렇게 생각합니다.
특히나 이렇게 한 명 한 명에게 깊은 피드백을 제공해야 하는 수업은 더더욱이나 큰 피로일 것입니다. 하지만 폐강 위험에 아쉬움을 느끼실 만큼 김진철 교수님께서는 이 과목을 중요하게 생각하십니다. 이것은 여러분이 얻을 수 있는 게 많다는 의미기도 하지요. 단순히 계산해 보면 18학점을 듣는다 가정할 때, 한 과목은 34만 원 정도라 볼 수 있겠네요. 저는 김진철 교수님의 '농화학연습', 34억 이상의 가치를 보일 것이라 확언합니다.
저는 청강생이라 성적과 관계없습니다. 다른 교수님 수업 때 A+학점, 교양 '대학과 학문 (구. 학문 방법론)' A+학점을 받았고, 연구실에서 교수님의 과제 신청을 도와 다수 논문을 단 시간 내에 검토한 경험이 있습니다. 현재 영어 스피치 중앙동아리 '토스트 마스터스'의 회장을 맡고 있기도 하고요. 혹 너무 어려우실까 걱정되시면 일단 신청하시고 저 붙잡고 함께 공부하셔요. 저는 환영입니다. 우리 함께 즐거운 연구 생활해봐요!
남은 방학 잘 보내시구!! 제발... 들어와용......( ;ᯅ; )",https://everytime.kr/375182/v/264597085,3,3,3,3,부업 관련이나 실패 여부 애매
나만 다 ㅂㅅ같냐 ㅋㅋㅋ,"01/16 09:15
윤석열이 광주 복합쇼핑몰 건설해준다는데 소상공인 드립치면서 거절 때리다가 젊은층들 빠져나가고, 그걸 문제 삼는 ㅂㅅ 좌파들이나 중국 짱개들 다 죽여야한다는데 정작 이명박 정부 때 중국과 무역 오지게하면서 경제 발전 시킨
건 알고 있는지 모르겠음.
당작 중국배척하면 대책은 있고? ㅋㅋ
이러면 또 양비론이니 뭐니 하면서 빨갱이라 욕할 것들 보이긴하는데 내 눈에선 둘 다 감정에 빠져서 이성을 버린 ㅂㅅ들같은 걸 어쩌냐
(삭제)
삭제된 댓글입니다.",https://everytime.kr/482730/v/398215294,3,3,1,5,부업 관련이나 실패 여부 애매
알바 투잡 하는 분 있나요,"23/03/08 20:59
영화관 알바하는데 돈 쪼달려서
하나 더 할까 생각중인데 투잡 많이 빡센가?",https://everytime.kr/375208/v/292669928,3,1,0,4,부업 관련이나 실패 여부 애매
방금 학교에서 전화옴 3월27일까지 싸강확정,"20/03/04 09:37
코로나관련해서 대구경북 출신 재학생 조사한다고 전화왔는데
현재 어디 거주하고있는지 광주언제 도착했는지 여러가지 물어보시네용..
일단 결론은 27일까지 2주간 재택수업한다고 안내받았습니다.
다른분들도 전화받으신분 계신가요?
(삭제)
삭제된 댓글입니다.",https://everytime.kr/375208/v/107244747,3,1,0,4,부업 관련이나 실패 여부 애매
그애.txt,"19/02/10 04:06
우리는 개천쪽으로 문이 난 납작한 집들이 게딱지처럼 따닥따닥 붙어있는 동네에서 자랐다. 그 동네에선 누구나 그렇듯 그애와 나도 가난했다. 물론 다른 점도 있었다. 내 아버지는 번번히 월급이 밀리는 시원찮은 회사의 영업사원이었다. 그애의 아버지는 한쪽 안구에 개눈을 박아넣고 지하철에서 구걸을 했다. 내 어머니는 방 한가운데 산처럼 쌓아놓은 개구리인형에 눈을 밖았다. 그애의 어머니는 청계천 골목에서 커피도 팔고 박카스도 팔고 이따금 곱창집 뒷방에서 몸도 팔았다. 우리집은 네 가족이 방두 개짜리 전세금에 쩔쩔맸고, 그애는 화장실 옆에 천막을 치고 아궁이를 걸어 간이부엌을 만든 하코방에서 살았다. 나는 어린이날 탕수육을 못 먹고 짜장면만 먹는다고 울었고, 그애는 엄마가 외박하는 밤이면 아버지의 허리띠를 피해서 맨발로 포도를 다다다닥 달렸다. 말하자면 그렇다. 우리집은 가난했고, 그애는 불행했다.
가난한 동네는 국민학교도 작았다. 우리는 4학년때 처음 한 반이 되었다. 우연히 그애 집을 지나가다가 길가로 훤히 드러나는 아궁이에다 라면을 끓이는 그애를 보았다. 그애가 입은 늘어난 러닝셔츠엔 김치국물이 묻어있었고 얼굴엔 김치국물 같은 핏자국이 말라붙어있었다. 눈싸움인지 서로를 노려보다가 내가 먼저 말했다. 니네부엌 뽑기만들기에 최고다. 나는 집에서 국자와 설탕을 훔쳐왔고, 국자바닥을 까맣게 태우면서 우리는 친구가 되었다.
사정이 좀 풀려서 우리집은 서울 반대편으로 이사를 했다. 아버지는 친척이 소개시켜준 회사에 나갔다. 월급은 밀리지 않았고 어머니는 부업을 그만두었다. 나는 가끔 그애에게 편지를 썼다. 크리스마스에는 일년동안 쓴 딱딱한 커버의 일기장을 그애에게 보내기도 했다. 그애는 얇은 공책을 하나 보냈다. 일기는 몇 장 되지 않았다. 3월4일 개학했다. 선생님한테 맞았다. 6월1일 딸기를 먹었다. 9월3일 누나가 아파서 아버지가 화냈다. 11월4일 생일이다. 그애는 딸기를 먹으면 일기를 썼다. 딸기를 먹는 것이 일기를 쓸만한 일이었다. 우리는 중학생이 되었다.
그애 아버지는 그애 누나가 보는 앞에서 분신자살을 했다. 나는 그 얘기를 풍문으로 들었다. 그애는 이따금 캄캄한 밤이면 아무 연립주택이나 문 열린 옥상에 올라가 스티로플에 키우는 고추며 토마토를 따버린다고 편지를 썼다. 이제 담배를 배웠다고 했다. 나는 새로 들어간 미술부며 롯데리아에서 처음 한 미팅 따위에 대해 썼다. 한번 보자, 만날 얘기했지만 한번도 서로 전화는 하지 않았다. 어느날 그애의 편지가 그쳤고, 나는 담배를 피기 시작했다.
고3 생일에 전화가 왔다. 우리는 피맛골에서 막걸리를 마셨다. 생일선물이라며 신라면 한 박스를 어깨에 메고 온 그애는 왼쪽다리를 절뚝거렸다. 오토바이사고라고 했다. 라면은 구멍가게 앞에 쌓인 것을 그냥 들고 날랐다고 했다. 강변역 앞에서 삐끼한다고 했다. 놀러오면 서비스 기차게 해줄께. 얼큰하게 취해서 그애가 말했다. 아냐. 오지마. 우울한 일이 있으면 나는 그애가 준 신라면을 하나씩 끓여먹었다. 파도 계란도 안 넣고. 뻘겋게 취한 그애의 얼굴 같은 라면국물을.
나는 미대를 졸업했고 회사원이 되었다. 어느날 그애가 미니홈피로 찾아왔다. 공익으로 지하철에서 자살한 사람의 갈린 살점을 대야에 쓸어담으면서 2년을 보냈다고 했다. 강원도 어디의 도살장에서 소를 잡으면서 또 2년을 보냈다고 했다. 하루에 몇백마리의 소머리에 징을 내려치면서, 하루종일 탁주와 핏물에 젖어서. 어느날 은행에 갔더니 모두 날 피하더라고. 옷은 갈아입었어도 피냄새가 배인거지. 그날 밤 작업장에 앉아있는데 소머리들이 모두 내 얼굴로 보이데. 많이 마시지도 않았는데 그애는 술집테이블에 머리를 박았다. 나직하게, 나는 왜 이렇게 나쁜 패만 뒤집는 걸까.
그애가 다단계를 한다는 소문을 들었다. 만나지마. 국민학교때 친구 하나가 전화를 해주었다. 그애 연락을 받고, 나는 옥장판이나 정수기라면 하나 있어도 좋겠다고 생각했다. 취직하고 집에 내놓은 것도 없으니 이참에 생색도 내고. 그애는 아무 말도 하지 않았다. 우리는 계절이 바뀔 때면 가끔 만나서 술을 마셨다. 추운 겨울엔 오뎅탕에 정종. 마음이 따뜻해졌다.
부천의 어느 물류창고에 직장을 잡았다는 연락을 받았다. 고등학교때 정신을 놓아버린 그애의 누나는 나이차이 많이 나는 홀아비에게 재취로 갔다는 얘기를 들었다. 애가 둘인데 다 착한가봐. 손찌검도 안하는 거 같고. 월급은 적어. 그래도 월급나오면 감자탕 사줄께.
그애는 물류창고에서 트럭에 치여 죽었다. 27살이었다.
그애는 내가 처음으로 좋아한 남자였다. 한번도 말한 적 없었지만 이따금 나는 우리가 결혼을 할지도 모른다고 생각했었다. 손도 잡은 적 없지만 그애의 작고 마른 몸을 안고 매일 잠이 드는 상상도 했다. 언젠가. 난 왜 이렇게 나쁜 패만 뒤집을까. 그 말 뒤에 그애는 조용히 그러니까 난 소중한 건 아주 귀하게 여길꺼야. 나한텐 그런 게 별로 없으니까. 말했었다. 그러나 내 사랑은 계산이 빠르고 겁이 많아 아무 대답도 하지 못했다. 나는 그애가 좋았지만 그애의 불행이 두려웠다. 하지만 우리는 함께 살 수도 있었다. 가난하더라도 불행하지는 않게.",https://everytime.kr/375208/v/63238953,3,3,1,5,부업 관련이나 실패 여부 애매
키가작고 어려보이고 귀여운 얼굴이면,"22/11/19 11:44
어떤 직업일때 시너지효과가 있을까? 난지금 전문직인데...외모가 아무래도 마이너스 요인이야...
보통사람이면 외모를 신뢰가 가게 바꾸거나 하겠지만 난 이 일 자체가 힘들어서 올인할 생각이 없어...아예 다른직종을 부업처럼 할수있을까 싶은데...의견받을게 취집빼고!!
(삭제)
삭제된 댓글입니다.",https://everytime.kr/375208/v/276327887,3,1,0,4,부업 관련이나 실패 여부 애매
A학점 비율 늘리는 거 반대하는 사람들 보면,"24/02/06 20:27
전통시장 다 죽는다고
대형 쇼핑몰 반대하는 소상공인들 보는 거 같음",https://everytime.kr/375208/v/329647847,3,0,0,3,부업 관련이나 실패 여부 애매
한국 어쩌다 이래됨,"23/03/12 20:12
야구는 그래도 꽤나 잘했는데 투잡뛴다는 체코 콜드승도 못햐는게... 맞냐?",https://everytime.kr/375208/v/293453913,3,2,0,5,부업 관련이나 실패 여부 애매
전북 출신자 조사 후 스벅 쏠게,"(알수없음)
20/12/08 22:13
졸업 막학기 내인생... 지역민들을 대상으로 재능 조사를 하는게 내 부업인데, 2명을 못채웠네... 없던 친구 있던친구 다 모았지만 불가능이었어.. 친구가 원래 없어서..
그래서 애타에 올리게 됐어.. 스벅으로 꼬시려구 선착순이야. 2명.. 한명은 방금 했네
이 조사의 활용:
1. 농촌에 있는 사람들의 재능을 조사하여, 사이트(전라북도 일자리 일거리 은행)에 등록한다.
2. 구인을 하는 기업들은 재능을 보고 구인의사가 있을 시 센터에 연락한다.
3. 센터에서 조사자에게 연락한다
4. 조사자가 원할 시 연결, 아닐시 연결 x
유의사항
지금 취업의사가 없어도 됨.
연계를 희망하지 않아도 됨(2번항목). 대신 일자리 은행에 등록은 해놔야함.
개인 신상은 1번 사진정도로 등록됨. 전화번호 노출x
사업 초기라 DB만들고 있어. 조사지를 보면 원하는 정보가 가볍다는 걸 알거야! 작성되면 쿨하게 커피 쏴줄거야. 거짓말 아니구! 연락줘.
https://open.kakao.com/o/s38LkHKc (오픈카카오)
(삭제)
삭제된 댓글입니다.
(알수없음)
아쥑
20/12/08 23:09
(알수없음)
https://open.kakao.com/o/ssABSRKc 오픈챗 닫혔네.. 미안 ㅠㅠ 다시 말걸어줘1
20/12/09 21:03
(알수없음)
https://open.kakao.com/o/ssABSRKc 오픈챗 닫혔네.. 미안 ㅠㅠ 다시 말걸어줘1
20/12/09 21:03
(알수없음)",https://everytime.kr/375182/v/156056060,3,3,1,5,부업 관련이나 실패 여부 애매
